type,fatalities,country,cat,year
BN-2A-7 Islander,,Panama,A1,1989
BN-2A-27 Islander,,Panama,A1,1989
Grumman G-159 Gulfstream I,0,Panama,O1,1989
CASA C-212 Aviocar 200,,Peru,U1,1989
Antonov An-2R,,Russia,A1,1989
CASA/Nurtanio NC-212 Aviocar,9,Indonesia,A1,1990
BN-2A Trislander Mk.III,0,Vanuatu,A1,1990
Fairchild SA227-AC Metro III,0,USA,O1,1990
Lockheed L-100-30 Hercules,0,Angola,C1,1990
Fokker F-28 Fellowship 4000,0,Argentina,A1,1990
Lockheed L-1329 JetStar 731,1,USA,A1,1990
Antonov An-24TV,,South Sudan,C1,1990
PADC/BN-2A-21 Islander,0,Australia,A2,1990
Boeing KC-135A,0,USA,O1,1990
Tupolev Tu-134A,27,Russia,A1,1990
CASA C-212 Aviocar 200,23,Costa Rica,A1,1990
Fairchild SA227-AC Metro III,0,USA,A1,1990
Boeing 737-300,0,USA,H2,1990
Cessna 208A Cargomaster,1,USA,A1,1990
Beech Beechjet 400A,0,USA,A2,1990
Learjet 23,2,USA,A1,1990
Beech A100 King Air,1,USA,A1,1990
Boeing 727-225,0,USA,A2,1990
Gulfstream American G-1159 Gulfstream II,7,USA,A1,1990
Beech 300 Super King Air,,Dominican Rep.,A1,1990
BN-2A-27 Islander,0,Canada,A1,1990
CASA C-212 Aviocar 200,24,Venezuela,A1,1990
BN-2A-6 Islander,0,P.N. Guinea,C1,1990
Boeing 707-321B,73,USA,A1,1990
Hawker Siddeley HS-748,19,Indonesia,A1,1990
Boeing 727,4,Iran,H2,1990
Antonov An-24RV,0,Mongolia,A1,1990
Nord 262C-66,28,Congo,A1,1990
Antonov An-2,3,Russia,A1,1990
Cessna 208B Super Cargomaster,1,USA,A1,1990
Cessna 208B Grand Caravan,2,USA,A1,1990
Hawker Siddeley HS-125-3B,1,USA,A1,1990
Ilyushin Il-76M,8,Lithuania,A1,1990
Sabreliner 40,0,USA,A1,1990
Grumman G-159 Gulfstream I,15,Colombia,A1,1990
Lockheed C-130H Hercules,,Sudan,C1,1990
Swearingen SA226-TC Metro II,0,Canada,A1,1990
Fokker F-27 Friendship 200,3,Brazil,A1,1990
Airbus A320-231,92,India,A1,1990
DHC-5D Buffalo,29,Zambia,A1,1990
DC-9-32,0,Spain,A1,1990
Antonov An-2R,,Lithuania,A1,1990
Saab 340A,0,Switzerland,A1,1990
Fokker F-27 Friendship 600,0,Germany,A1,1990
Learjet 31,0,China,A1,1990
Cessna 208A Cargomaster,1,USA,A1,1990
IAI Arava 201,0,Venezuela,A1,1990
BN-2A-27 Islander,0,P.N. Guinea,O1,1990
Boeing 707-329C,0,D.R. Congo,A1,1990
GAF Nomad N.22B,0,Australia,A2,1990
BN-2A-2 Islander,,Uganda,A1,1990
GAF Nomad N.24A,1,Australia,A1,1990
Antonov An-2R,0,Hungary,A1,1990
Antonov An-28,0,Russia,A1,1990
Douglas C-47A (DC-3),0,Honduras,A1,1990
Lockheed L-188CF Electra,3,Honduras,A1,1990
Hawker Siddeley HS-121 Trident 2E,0,China,A1,1990
Antonov An-26,4,Cuba,A1,1990
CASA C-212-M Aviocar 300,25,Angola,C1,1990
Ilyushin Il-76MD,9,Afghanistan,A1,1990
Beech 100 King Air,0,USA,A1,1990
Fairchild FH-227B,0,Nigeria,A1,1990
A.W. AW-650 Argosy 222,0,New Zealand,A1,1990
Learjet 35,0,USA,A1,1990
Airbus A300,0,Haiti,H2,1990
DHC-6 Twin Otter 300,0,Indonesia,A1,1990
DHC-6 Twin Otter 200,0,Honduras,A1,1990
Fokker F-28 Fellowship 4000,0,Indonesia,A2,1990
GAF Nomad N.22B,0,Australia,A1,1990
Lockheed C-121C Super Constellation,1,Puerto Rico,A1,1990
Learjet 25C,2,Brazil,A1,1990
Martin 4-0-4,0,Bolivia,A1,1990
Embraer EMB-120RT Brasilia,0,USA,A2,1990
DHC-6 Twin Otter 300,5,Norway,A1,1990
Antonov An-2,1,Russia,A1,1990
Antonov An-26,,,A1,1990
Tupolev Tu-134,0,Russia,H2,1990
DHC-6 Twin Otter 200,20,Panama,A1,1990
Antonov,10,Afghanistan,A1,1990
Lockheed C-130H Hercules,20,D.R. Congo,A1,1990
Antonov An-24RV,1,Laos,A1,1990
Cessna 501 Citation I/SP,0,Australia,A1,1990
Antonov An-2R,,Iran,A1,1990
Douglas C-47A (DC-3),7,Philippines,A1,1990
Beech C99,1,Canada,A1,1990
Douglas C-54P (DC-4),0,USA,A1,1990
Avro Shackleton AEW.2,10,U.K.,A1,1990
Grumman G-159 Gulfstream I,0,Colombia,A1,1990
GAF Nomad N.24A,2,USA,A1,1990
Douglas DC-6BF,27,Guatemala,A1,1990
Antonov An-26,7,Russia,A1,1990
Boeing 747-237B,0,India,A1,1990
Fairchild F-27J,24,Mexico,A1,1990
Cessna 500 Citation I,11,Australia,A1,1990
Boeing 737-3Y0,8,Philippines,A1,1990
Transall C-160D,10,Germany,A1,1990
Antonov An-2R,,Iran,A1,1990
Beech 1900C-1,25,Philippines,A1,1990
Douglas DC-3A,2,USA,A1,1990
Antonov An-26,0,Djibouti,H2,1990
DHC-3 Otter,0,Canada,A1,1990
Pilatus Britten Norman BN2A-26 Islander,0,Australia,A2,1990
BN-2A-26 Islander,,P.N. Guinea,A1,1990
Antonov An-2T,0,Latvia,A1,1990
Boeing 737-2X6C,0,USA,A1,1990
Antonov An-24B,0,Kazakhstan,A1,1990
Embraer EMB-120RT Brasilia,0,Belgium,A2,1990
Fairchild FH-227B,22,Brazil,A1,1990
Cessna 208A Cargomaster,0,USA,A1,1990
Douglas C-49J (DC-3),0,Canada,A1,1990
Tupolev Tu-154,0,Sweden,H2,1990
BN-2A-20 Islander,0,Australia,A2,1990
BAC One-Eleven 528FL,0,U.K.,A2,1990
Ilyushin Il-76MD,0,Afghanistan,C1,1990
Tupolev Tu-134B-3,0,Finland,H2,1990
DHC-6 Twin Otter 300,2,Canada,A1,1990
Boeing 707-321B,0,Chile,O1,1990
Tupolev Tu-134,0,Finland,H2,1990
Antonov An-2R,3,Russia,A1,1990
Tupolev Tu-154,0,Russia,H2,1990
Tupolev Tu-154,0,Sweden,H2,1990
Lockheed C-121J Super Constellation,0,Dominican Rep.,A1,1990
Ilyushin Il-62M,0,Russia,A1,1990
Lockheed C-130B Hercules,1,Colombia,A1,1990
Tupolev Tu-134,0,Russia,H2,1990
DHC-6 Twin Otter 300,0,Colombia,H2,1990
Tupolev Tu-154,0,Sweden,H2,1990
BN-2B-21 Islander,8,P.N. Guinea,A1,1990
Tupolev Tu-154,0,Russia,H2,1990
Tupolev Tu-154,0,Russia,H2,1990
BN-2A-8 Islander,2,St. Vincent,A1,1990
Lockheed L-188CF Electra,0,Aruba,A1,1990
Boeing 707-349C,0,Sudan,A1,1990
Antonov An-32,5,India,A1,1990
Antonov An-32,,India,U1,1990
DHC-5D Buffalo,0,Canada,A1,1990
Tupolev Tu-134,0,Georgia,H2,1990
Fokker F-27 Friendship 200,0,Netherlands,A1,1990
Antonov An-2,,Russia,A1,1990
Beech 200 Super King Air,0,Cote d'Ivoire,A1,1990
Boeing 737-222,0,USA,A1,1990
Tupolev Tu-134,0,Russia,H2,1990
Antonov An-2T,0,Poland,A1,1990
Douglas C-47A (DC-3),0,Philippines,A1,1990
Boeing 707-379C,0,Ethiopia,A1,1990
Antonov An-2,0,Peru,A1,1990
A̩rospatiale SN.601 Corvette,0,France,A1,1990
Yakovlev Yak-40,46,Azerbaijan,A1,1990
Antonov An-12,83,Afghanistan,A1,1990
Lockheed L-100-30 Hercules,0,South Sudan,A1,1990
Antonov An-2,,Russia,A1,1990
Rockwell 1121 Jet Commander,1,Mexico,A1,1990
Dornier 228-201,0,Taiwan,A1,1990
DHC-6 Twin Otter,0,Yemen,H2,1990
Antonov An-28,0,Tajikistan,A1,1990
Tupolev Tu-154,0,Pakistan,H2,1990
Shorts 360-300,0,USA,A1,1990
Beech 1900C-1,18,Taiwan,A1,1990
DHC-6 Twin Otter 100,0,USA,A2,1990
Grumman G-159 Gulfstream I,3,USA,A1,1990
Ilyushin Il-20,0,Ukraine,A1,1990
Lockheed C-130H Hercules,1,Malaysia,A1,1990
Boeing 747-422,0,USA,A2,1990
Lockheed C-5A Galaxy,13,Germany,A1,1990
Yakovlev Yak-42,0,Russia,H2,1990
Antonov An-2,0,Russia,H2,1990
unknown,0,Russia,H2,1990
Embraer EMB-110P1K Bandeirante,,Gabon,A1,1990
Yakovlev Yak-40,0,Russia,O1,1990
Yakovlev Yak-40K,0,Kazakhstan,A1,1990
Convair CV-240-23,2,Atlantic Ocean,A1,1990
Boeing 727-247,16,Atlantic Ocean,A1,1990
Morane Saulnier MS.760B Paris II,2,USA,A1,1990
Ilyushin Il-14P,0,Antarctica,A1,1990
Boeing 737,0,India,H2,1990
Yakovlev Yak-42,4,Russia,A1,1990
Cessna 208 Caravan I,2,Colombia,A2,1990
Learjet 24A,0,USA,A2,1990
Howard Cargo Harpoon,0,USA,A1,1990
Antonov An-2R,0,Peru,A1,1990
Boeing 707-321B,1,USA,A1,1990
Embraer EMB-110P1 Bandeirante,12,Brazil,A1,1990
Boeing 707-336C,0,Australia,A2,1990
Cessna 500 Citation I,4,USA,A1,1990
Beech Tp 101 (200C Super King Air),2,Sweden,A1,1990
unknown,0,Russia,H2,1990
Lockheed P-3C Orion,0,USA,A1,1990
Lockheed PV-2D Harpoon,8,USA,A1,1990
Lockheed P-2H Neptune,2,USA,A1,1990
Boeing 707-3J6B,0,China,C1,1990
Boeing 737-247,82,China,H1,1990
Boeing 757-21B,46,China,C1,1990
Fokker F-27 Friendship 600,0,Iran,A2,1990
Yakovlev Yak-40,0,Finland,H2,1990
Antonov An-24,0,Russia,H2,1990
BN-2A Islander,,Rwanda,C1,1990
Antonov An-8,9,Russia,A1,1990
Hawker Siddeley HS-748,0,Indonesia,A2,1990
Grumman G-159 Gulfstream I,0,Mexico,A1,1990
Let L-410UVP,0,Ukraine,A1,1990
Douglas C-47B (DC-3),3,Bolivia,A1,1990
Tupolev Tu-154B-1,0,Georgia,A1,1990
Yakovlev Yak-40S2,11,Cuba,A1,1990
Dassault Falcon 50,0,USA,A2,1990
DHC-6 Twin Otter 100,3,Norway,A1,1990
Antonov An-26B,,Russia,A1,1990
BN-2B-21 Islander,0,Peru,A1,1990
Swearingen SA227-AC Metro III,0,USA,A1,1990
Airbus A300,0,India,H2,1990
C-115 Buffalo (DHC-5),9,Brazil,A1,1990
Tupolev Tu-154,0,Belarus,H2,1990
DC-9-32,46,Switzerland,A1,1990
Tupolev Tu-134,0,Finland,H2,1990
BN-2A Islander,0,Micronesia,A1,1990
Tupolev Tu-134,0,Estonia,H2,1990
Boeing 727-2J0,0,Cura̤ao,A2,1990
Tupolev Tu-154M,0,Czech Rep.,A1,1990
CASA C-212 Aviocar 200,16,Colombia,A1,1990
DHC-8-103,38,Thailand,A1,1990
Fokker F-27 Friendship 600,0,Libya,A1,1990
Ilyushin Il-62,0,Russia,A1,1990
Beech 200 Super King Air,3,Austria,A1,1990
Morane Saulnier (FMA) MS.760A Paris IA,0,Argentina,A1,1990
Antonov An-12,8,Kazakhstan,A1,1990
Nord 262C-62,,Gabon,U1,1990
Cessna 550 Citation S/II,0,USA,A2,1990
Tupolev Tu-134,0,Russia,H2,1990
Yakovlev Yak-40,0,Russia,A1,1990
DHC-6 Twin Otter 300,3,Iran,A1,1990
Tupolev Tu-154,0,Russia,H2,1990
Rockwell 1121 Jet Commander,,Uruguay,A1,1990
Douglas DC-9-14,8,USA,A1,1990
Boeing 727-251,0,USA,A2,1990
Boeing 707-321C,10,Kenya,A1,1990
Douglas AC-47 (DC-3),5,El Salvador,C1,1990
unknown,0,China,H2,1990
Douglas C-47D (DC-3),1,Bolivia,A1,1990
Yakovlev Yak-40,0,Georgia,H2,1990
Antonov An-12,0,Ukraine,A1,1990
Antonov An-24B,0,Russia,A1,1990
Douglas DC-6B,0,Bolivia,A1,1990
Embraer EMB-110P1 Bandeirante,0,Colombia,C1,1990
Cessna 208 Caravan I,1,USA,A1,1990
Tupolev Tu-154,0,Russia,H2,1990
BAe ATP,0,U.K.,A2,1990
Ilyushin Il-86,0,Russia,H2,1990
Boeing 737,0,Algeria,H2,1990
GAF Nomad N.24A,0,Australia,A2,1990
Cessna U-27A Caravan I,,Liberia,O1,1990
CASA C-212 Aviocar 200,,,U1,1990
DHC-6 Twin Otter 300,,Angola,U1,1990
Antonov An-2T,0,Germany,U1,1990
Antonov An-2P,5,Russia,A1,1990
Douglas DC-3,0,Spain,A1,1991
DC-8,1,Peru,H2,1991
DHC-6 Twin Otter 200,0,Canada,A2,1991
CASA C-212 Aviocar 200,22,Venezuela,A1,1991
Boeing 707-3K1C,0,Romania,A1,1991
Learjet 25C,5,Brazil,A1,1991
Beech 200 Super King Air,0,USA,A1,1991
Tupolev Tu-134AK,0,Vietnam,A1,1991
Dornier Do 28D-1 Skyservant,0,Indonesia,A2,1991
Swearingen SA226-TC Metro II,0,Denmark,A1,1991
Ilyushin Il-76MD,0,Iraq,C1,1991
Ilyushin Il-76MD,0,Iraq,C1,1991
Tupolev Tu-154,0,Bulgaria,H2,1991
Antonov An-24V,0,Iraq,C1,1991
BAe 3101 Jetstream 31,0,USA,A1,1991
CASA/IPTN NC-212 Aviocar 200,1,Indonesia,A1,1991
Lockheed AC-130H Spectre,14,Saudi Arabia,C1,1991
Dassault Falcon 20F,,Iran,U1,1991
Boeing 737-3B7,22,USA,A1,1991
Fairchild SA227-AC Metro III,12,USA,A1,1991
Antonov An-12,0,Liberia,A1,1991
Lockheed C-130H Hercules,63,Greece,A1,1991
Boeing KC-135E,0,Saudi Arabia,A2,1991
BAe BAe-748-314 Srs. 2A,0,Tanzania,A1,1991
Cessna 208B Grand Caravan,1,Canada,A1,1991
Beech 200 Super King Air,2,France,A1,1991
Douglas C-118A (DC-6),0,Colombia,A1,1991
Boeing 737,0,USA,H2,1991
Rockwell Sabreliner 60,11,Mexico,A1,1991
Learjet 35A,3,USA,A1,1991
Tupolev Tu-134,0,Georgia,H2,1991
Antonov An-2P,0,Peru,A1,1991
DHC-6 Twin Otter 300,22,Ecuador,A1,1991
Boeing 737-282 Adv.,0,Portugal,A2,1991
Airbus A300C4-620,0,Iraq,C1,1991
Dassault Falcon 20F,,Iran,U1,1991
Airbus A300C4-620,0,Iraq,C1,1991
DC-9-15RC,2,USA,A1,1991
Boeing 747-136,0,Kuwait,C1,1991
DHC-6 Twin Otter 300,0,Colombia,C1,1991
DC-9-32CF,0,Kuwait,C1,1991
BAe-146-200A,20,Chile,A1,1991
Antonov An-26,47,Angola,C1,1991
IAI 1123 Westwind,0,USA,A1,1991
Embraer EMB-110C Bandeirante,0,Uruguay,A1,1991
Lockheed L-100-30 Hercules,0,Iraq,O1,1991
Antonov An-12BP,0,Iraq,C1,1991
Learjet U-36A,5,Japan,A1,1991
Tupolev Tu-124V,0,Iraq,C1,1991
BAe-125-700B,0,Iraq,O1,1991
Gulfstream Aerospace G-1159A Gulfstream III,0,Iraq,O1,1991
Gulfstream Aerospace G-1159A Gulfstream III,0,Iraq,O1,1991
Tupolev Tu-124V,0,Iraq,O1,1991
Boeing 767-269,0,Iraq,C1,1991
Boeing 767-269,0,Iraq,C1,1991
Boeing 737-291,25,USA,A1,1991
Rockwell CT-39G Sabreliner,3,USA,A1,1991
Antonov An-24,1,Russia,H2,1991
DC-9-32,45,Venezuela,A1,1991
CASA C-212 Aviocar 100,5,Spain,A1,1991
Embraer EMB-110 Bandeirante,0,Brazil,H2,1991
Boeing 767-219ER,0,Fiji,A2,1991
DC-8-62H-AF,0,USA,A1,1991
Yakovlev Yak-42,0,Russia,H2,1991
Learjet 35A,0,Brazil,A1,1991
Lockheed L-100-30 Hercules,9,Angola,C1,1991
Hawker Siddeley HS-125-1A,10,USA,A1,1991
Learjet 25D,4,Brazil,A1,1991
Ilyushin Il-86,0,Russia,C2,1991
Lockheed C-130H Hercules,98,Saudi Arabia,A1,1991
Lockheed P-3C Orion,14,USA,A1,1991
Lockheed P-3C Orion,13,USA,A1,1991
Antonov An-24RV,34,Uzbekistan,A1,1991
Fairchild FH-227B,0,France,O1,1991
Sabreliner 40,0,Mexico,A1,1991
Boeing 707-385C,0,Eritrea,O1,1991
HAL-748,28,India,A1,1991
Fokker F-27 Friendship 200,0,Sudan,A1,1991
IAI Arava 202,2,Ecuador,A1,1991
Airbus A310-324,4,Singapore,H2,1991
Tupolev Tu-134,0,Russia,H2,1991
DHC-6 Twin Otter 300,0,Angola,C2,1991
Vickers 745D Viscount,0,Colombia,A1,1991
Boeing 737,0,Algeria,H2,1991
Douglas C-47B (DC-3),6,Canada,A1,1991
Embraer EMB-120RT Brasilia,23,USA,A1,1991
Beech 99A,0,Canada,O1,1991
Dornier 228-212,10,French Polynesia,A1,1991
Lockheed P-3C Orion,1,Cocos Isl.,A1,1991
Tupolev Tu-154,0,Russia,H2,1991
Hawker Siddeley HS-748,0,Canada,A2,1991
IAI 1124A Westwind II,0,USA,A1,1991
Boeing 727-22QC,0,USA,A1,1991
GAF Nomad N.22BFP,0,USA,A1,1991
Cessna 501 Citation I/SP,0,USA,O2,1991
Learjet 25B,0,USA,O2,1991
Hawker Siddeley BH-125-400A,0,USA,O1,1991
DHC-3 Otter,0,Canada,A1,1991
Fokker F-27 Friendship 600,13,Indonesia,A1,1991
Douglas R4D-7 (DC-3),2,Puerto Rico,A1,1991
Curtiss C-46A,0,Bolivia,A1,1991
Douglas C-47B (DC-3),13,Colombia,A1,1991
Antonov An-8,2,Russia,A1,1991
Cessna 550 Citation II,3,Nigeria,A1,1991
Tupolev Tu-154B-1,13,Russia,A1,1991
Ilyushin Il-76TD,4,Iran,A1,1991
Boeing 767-3Z9ER,223,Thailand,A1,1991
DHC-3 Otter,1,Canada,A2,1991
GAF Nomad N.24A,2,Bahamas,A1,1991
Antonov An-2R,,Croatia,A1,1991
Fokker F-27 Friendship 600,0,Indonesia,A1,1991
Alenia G-222TCM,,Italy,U1,1991
Douglas DC-3-201D,0,Dominican Rep.,A1,1991
DHC-6 Twin Otter 300,0,Nepal,A1,1991
Lockheed C-130A Hercules,10,Angola,A1,1991
Boeing 727-281,0,South Korea,A1,1991
Tupolev Tu-154,0,Russia,H2,1991
Antonov An-2R,1,Ukraine,A1,1991
Grumman G-1159 Gulfstream II,4,Venezuela,A1,1991
Grumman HU-16E Albatross,0,Pacific Ocean,A1,1991
Canadair CL-215,2,Canada,A1,1991
Douglas DC-6BF,2,Colombia,A1,1991
DHC-6 Twin Otter 300,0,Nepal,A1,1991
A̩rospatiale SN.601 Corvette,0,Venezuela,A1,1991
Antonov An-2R,3,Russia,A1,1991
Antonov An-2P,3,Kazakhstan,A1,1991
BAC One-Eleven 402AP,4,Nigeria,A1,1991
Airbus A320-231,0,Slovenia,O2,1991
Lockheed L-1011 TriStar 1,0,Germany,O1,1991
Antonov An-2T,2,Russia,A1,1991
Learjet 25XR,0,USA,A1,1991
Learjet 23,0,USA,A1,1991
DHC-6 Twin Otter 300,3,Colombia,A1,1991
Boeing 707-323C,0,USA,A2,1991
CASA C-212 Aviocar 200,15,Peru,C1,1991
Beech C99,13,USA,A1,1991
DHC-6 Twin Otter 300,3,Nepal,A1,1991
DC-8-61,261,Saudi Arabia,A1,1991
Antonov An-2TP,1,Russia,A1,1991
Learjet 23,3,USA,A1,1991
Fokker F-27 Friendship 400M,0,Algeria,A1,1991
BN-2A-6 Islander,9,Vanuatu,A1,1991
Canadair CL-215,2,Italy,A1,1991
BN-2A-27 Islander,6,Cook Isl.,A1,1991
Ilyushin Il-18V,9,Romania,A1,1991
Hawker Siddeley HS-748,0,Canada,O1,1991
Fokker F-27 Friendship 100,3,Burkina Faso,A1,1991
Antonov An-26,9,Russia,A1,1991
Boeing 737-2A8,69,India,A1,1991
Antonov An-12,19,Kazakhstan,A1,1991
BN-2A-26 Islander,4,USA,A1,1991
Let L-410UVP,0,Russia,A1,1991
Alenia G-222TCM,4,Italy,A1,1991
Boeing 767-2J6ER,0,Sweden,A2,1991
Let L-410UVP,0,Kazakhstan,A1,1991
BN-2A-21 Islander,10,Philippines,A1,1991
Boeing 707-323C,0,USA,O1,1991
Lockheed L-100-20 Hercules,0,South Sudan,A1,1991
BN-2A-21 Islander,3,Indonesia,A1,1991
Shorts SC.7 Skyvan 3-100,14,Malaysia,A1,1991
Grumman American G-1159 Gulfstream II,12,Malaysia,A1,1991
Cessna 208 Caravan I,0,Colombia,H2,1991
GAF Nomad N.22,4,Australia,A1,1991
Fokker F-27 Friendship 400M,0,Rwanda,C1,1991
Embraer EMB-120RT Brasilia,14,USA,A1,1991
HAL/Dornier 228-101,0,India,A1,1991
Tupolev Tu-154B-2,0,Mexico,A1,1991
BAC One-Eleven 204AF,0,Nigeria,A1,1991
Antonov An-2R,,Croatia,O1,1991
Antonov An-2R,,Croatia,C1,1991
Handley Page HPR-7 Herald 401,7,Colombia,A1,1991
Lockheed L-100-30 Hercules,4,Djibouti,A1,1991
Dornier 228-201,0,Somalia,C2,1991
Antonov An-74,13,Russia,A1,1991
Convair CV-580,2,USA,A1,1991
Dassault Falcon 20,0,Estonia,A2,1991
DC-9-82 (MD-82),0,Tunisia,H2,1991
Antonov An-2R,,Croatia,C1,1991
Antonov An-2R,,Croatia,C1,1991
Antonov An-2R,0,Indonesia,A1,1991
Antonov An-12BP,1,Russia,A1,1991
Dassault Falcon 20C,1,Germany,A1,1991
Antonov An-26,1,Ukraine,A1,1991
Antonov An-24,10,Russia,A1,1991
Let L-410UVP,0,Russia,A1,1991
DHC-6 Twin Otter 300,15,Solomon Isl.,A1,1991
Curtiss C-46A,1,Colombia,A1,1991
SE-210 Caravelle 11R,0,Colombia,A1,1991
Boeing 747-246B,0,Japan,A2,1991
Antonov An-12BP,0,Angola,A1,1991
Lockheed C-130H-30 Hercules,135,Indonesia,A1,1991
Swearingen SA227-AC Metro III,0,USA,A2,1991
Learjet 55C,0,Germany,A2,1991
Rockwell 1121 Jet Commander,0,Argentina,A1,1991
Embraer EMB-110P1 Bandeirante,0,Greenland,A1,1991
Curtiss C-46D,6,Guatemala,A1,1991
Morane Saulnier MS.760B Paris II,0,France,O1,1991
Let L-410UVP,3,Russia,A1,1991
DHC-6 Twin Otter,0,Djibouti,H2,1991
Lockheed P-3A Orion,2,USA,A1,1991
Tupolev Tu-134,0,Czech Rep.,H2,1991
Antonov An-28,0,Russia,A1,1991
BN-2A Trislander Mk.III-2,17,Indonesia,A1,1991
Boeing 707-368C,5,Pacific Ocean,A1,1991
Lockheed CC-130E Hercules,5,Canada,A1,1991
Douglas C-47A (DC-3),0,Spain,A1,1991
Yakovlev Yak-40,51,Russia,A1,1991
Antonov An-12B,0,Sudan,A1,1991
Antonov An-2,0,Russia,O1,1991
Tupolev Tu-154,0,Russia,H2,1991
Antonov An-2R,,Croatia,A1,1991
Boeing 727-25,0,Nicaragua,O1,1991
Embraer EMB-110P1 Bandeirante,17,Brazil,A1,1991
Tupolev Tu-154,0,Russia,H2,1991
Cessna 208B Super Cargomaster,1,USA,A1,1991
Antonov An-12,20,Russia,A1,1991
Boeing 737-2K6,0,Costa Rica,A1,1991
Convair CV-600,0,USA,A2,1991
Beech B100 King Air,3,USA,A1,1991
Antonov An-2TP,0,Russia,A1,1991
DHC-4A Caribou,0,Australia,A1,1991
Antonov An-2R,2,Uzbekistan,A1,1991
Douglas C-47B (DC-3),1,Mozambique,C1,1991
Boeing 737-260,0,Djibouti,H2,1991
unknown,0,P.N. Guinea,H2,1991
Antonov An-24RV,41,Russia,A1,1991
Beech Beechjet 400A,0,Italy,A1,1991
Convair CV-240D (T-29),0,USA,A1,1991
Hawker Siddeley HS-748,0,Canada,A1,1991
Embraer C-95C Bandeirante (EMB-110P2),16,Brazil,A1,1991
Boeing 737-2H4 Adv.,0,USA,A2,1991
Dassault Falcon 20E,4,France,A1,1991
Antonov An-2,4,Croatia,C1,1991
Antonov An-2P,0,Russia,A1,1991
Boeing 707-351C,0,Libya,A1,1991
Antonov An-2,,Russia,A1,1991
Beech Beechjet 400A,9,USA,A1,1991
Curtiss C-46F,8,Colombia,A1,1991
DH-114 Riley Heron 2B,0,Fiji,A1,1991
DC-9-32,0,Poland,A1,1991
Douglas DC-3A,28,Germany,A1,1991
Learjet 25B,0,USA,A1,1991
Douglas C-47D,2,Dominican Rep.,A1,1991
DC-9-81 (MD-81),0,Sweden,A1,1991
Douglas C-47B (DC-3),1,Greece,A1,1991
Beech 1900C,3,USA,A1,1991
Boeing 747-2R7F,5,Taiwan,A1,1991
Yakovlev Yak-40,0,Russia,A1,1991
Douglas C-54A (DC-4),0,D.R. Congo,A1,1991
Dassault Falcon 20C,0,,O1,1991
Beech 200 Super King Air,0,Australia,U1,1991
Antonov An-2R,0,Russia,A1,1991
Yakovlev Yak-40,0,Russia,A1,1991
Beech 1900C-1,2,USA,A1,1992
Antonov An-28,0,Tajikistan,A1,1992
Alenia G-222TCM,4,Italy,A1,1992
Boeing 737-2Y5,0,India,A2,1992
BN-2A-26 Islander,,P.N. Guinea,A2,1992
Beech C-12F Huron,0,Brazil,A1,1992
Douglas DC-6,,Mexico,A1,1992
Boeing 767-38E,0,South Korea,A2,1992
DC-9-31,0,USA,A1,1992
Airbus A320-111,87,France,A1,1992
DHC-6 Twin Otter 200,0,Canada,A1,1992
Douglas VC-47A (DC-3),0,Thailand,A1,1992
Beech B99,2,Dominica,A1,1992
Grumman HU-16B Albatross,3,Greece,A1,1992
Tupolev Tu-134A,0,Georgia,A1,1992
Lockheed HC-130H7 Hercules,0,USA,A2,1992
Saab 340A,0,Germany,A2,1992
Antonov An-2R,5,Croatia,A1,1992
Cessna 208B Grand Caravan,0,Colombia,H1,1992
Lockheed L-1049H Super Constellation,0,Puerto Rico,O1,1992
Embraer EMB-110C Bandeirante,12,Brazil,A1,1992
Douglas C-54Q (DC-4),0,Puerto Rico,A1,1992
DHC-6 Twin Otter 300,0,Djibouti,H2,1992
Lockheed C-130B Hercules,17,USA,A1,1992
Boeing 707-351B,0,Pakistan,A1,1992
Lockheed P-2H Neptune,2,USA,A1,1992
Antonov An-24B,0,Kazakhstan,A1,1992
Convair CV-640,30,Senegal,A1,1992
Morane Saulnier MS.760 Paris I,,France,U1,1992
Boeing 727-2H3,0,Tunisia,O1,1992
Douglas DC-8-54F,0,Nigeria,A1,1992
DC-8-63F,4,USA,A1,1992
Cessna 208 Caravan I,0,Bolivia,U1,1992
Douglas DC-6A/B,4,Mexico,A1,1992
Antonov An-2P,,C.A.R.,O1,1992
Boeing 707-349C,0,Angola,A1,1992
Antonov An-24RV,0,Peru,A1,1992
BAe-125-700B,0,Tanzania,A2,1992
DHC-6 Twin Otter 300,0,USA,A2,1992
CASA CN-235M-100,0,Antarctica,A1,1992
Dornier 228-201,0,Nigeria,A1,1992
Antonov An-26SM,0,Germany,A1,1992
Douglas DC-3A,0,Bolivia,A1,1992
Douglas DC-3C,0,Kenya,A1,1992
Curtiss C-46T,5,Bolivia,A1,1992
Douglas DC-6BF,0,USA,A1,1992
NAMC YS-11A-205,0,USA,A1,1992
Lockheed L-1011-385-3 TriStar 500,0,Germany,A2,1992
DHC-6 Twin Otter 300,3,Congo,A1,1992
BAe 3101 Jetstream 31,2,USA,A1,1992
Fairchild FH-227C,0,Mexico,A1,1992
Let L-410UVP-E,0,Slovakia,A1,1992
DHC-6 Twin Otter 300,0,Canada,A2,1992
Antonov An-2R,,Italy,A1,1992
Concorde 102,0,Atlantic Ocean,A2,1992
Cessna 550 Citation II,0,Switzerland,A2,1992
IAI 1124 Westwind I,0,Australia,A2,1992
Antonov An-30A,10,Russia,A1,1992
